Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All_Star_Games,HoF,FinalValue,HoF_Probability
Melvin Read,1,0,0,0,0.0,0,1,1946,1947,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Larry Kwong,1,0,0,0,0.0,0,1,1947,1948,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Val Delory,1,0,0,0,0.0,0,1,1948,1949,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dick Kotanen,1,0,0,0,0.0,0,2,1950,1951,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bill Wylie,1,0,0,0,0.0,0,1,1950,1951,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Robert Wood,1,0,0,0,0.0,0,2,1950,1951,0,0,0,0,-11.725332462310792,8.08628979216977e-06
William Chalmers,1,0,0,0,0.0,0,1,1953,1954,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dick Bouchard,1,0,0,0,0.0,0,1,1954,1955,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Trevor Fahey,1,0,0,0,0.0,0,1,1964,1965,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mike Keating,1,0,0,0,0.0,0,1,1977,1978,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Greg Hickey,1,0,0,0,0.0,0,1,1977,1978,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Moe Robinson,1,0,0,0,0.0,0,2,1979,1980,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Marcel Fillion,1,0,0,0,0.0,0,1,1944,1945,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Armand Delmonte,1,0,0,0,0.0,0,1,1945,1946,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ken Block,1,0,0,0,0.0,0,2,1970,1971,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bart Bradley,1,0,0,0,0.0,0,1,1949,1950,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Skip Teal,1,0,0,0,0.0,0,1,1954,1955,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dan Poliziani,1,0,0,0,0.0,0,1,1958,1959,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Murray Davison,1,0,0,0,0.0,0,2,1965,1966,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jake Rathwell,1,0,0,0,0.0,0,1,1974,1975,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Vern Smith,1,0,0,0,0.0,0,2,1984,1985,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Chuck Blair,1,0,0,0,0.0,0,1,1948,1949,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Hillary Menard,1,0,0,0,0.0,0,1,1953,1954,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
John Michaluk,1,0,0,0,0.0,0,1,1950,1951,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Raymie Skilton,1,0,0,0,0.0,0,2,1917,1918,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Kenneth Thompson,1,0,0,0,0.0,0,1,1917,1918,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Paul Jacobs,1,0,0,0,0.0,0,2,1918,1919,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jeff Eatough,1,0,0,0,0.0,0,1,1981,1982,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mitch Reinke,1,0,0,0,0.0,0,2,2017,2018,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Mike Chernoff,1,0,0,0,0.0,0,1,1968,1969,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
C.J. Suess,1,0,0,0,0.0,0,1,2019,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Paul Knox,1,0,0,0,0.0,0,1,1954,1955,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jack Martin,1,0,0,0,0.0,0,1,1960,1961,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bruce Draper,1,0,0,0,0.0,0,1,1962,1963,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Charles Pletsch,1,0,0,0,0.0,0,1,1920,1921,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Charles Fraser,1,0,0,0,0.0,0,2,1923,1924,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brandon Gignac,1,0,0,0,0.0,0,1,2018,2019,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Nicolas Meloche,1,0,0,0,0.0,0,2,2020,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Sidney Veysey,1,0,0,0,0.0,0,1,1977,1978,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brady Keeper,1,0,0,0,0.0,0,2,2018,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Barney Stanley,1,0,0,0,0.0,0,1,1927,1928,0,0,0,1,-13.639291488647462,1.1926978913270173e-06
Austin Poganski,1,0,0,0,0.0,0,1,2019,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Galen Head,1,0,0,0,0.0,0,1,1967,1968,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Farrand Gillie,1,0,0,0,0.0,0,1,1928,1929,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Claude Cardin,1,0,0,0,0.0,0,1,1967,1968,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Roland Lafleur,1,0,0,0,0.0,0,1,1924,1925,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Roger Pelletier,1,0,0,0,0.0,0,2,1967,1968,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Evariste Payer,1,0,0,0,0.0,0,1,1917,1918,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Glenn Tomalty,1,0,0,0,0.0,0,1,1979,1980,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cole Smith,1,0,0,0,0.0,0,1,2020,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cal Foote,1,0,0,0,0.0,0,2,2020,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jake Walman,1,0,0,0,0.0,0,2,2019,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Tony Poeta,1,0,0,0,0.0,0,1,1951,1952,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bob Whitlock,1,0,0,0,0.0,0,1,1969,1970,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dave Chartier,1,0,0,0,0.0,0,1,1980,1981,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Stephen Hazlett,1,0,0,0,0.0,0,1,1979,1980,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Keith Wright,1,0,0,0,0.0,0,1,1967,1968,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Rob Garner,1,0,0,0,0.0,0,1,1982,1983,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Alex Forsyth,1,0,0,0,0.0,0,1,1976,1977,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jeff McDill,1,0,0,0,0.0,0,1,1976,1977,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ed Nicholson,1,0,0,0,0.0,0,2,1947,1948,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Nels Podolsky,1,0,0,0,0.0,0,1,1948,1949,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mike Buchanan,1,0,0,0,0.0,0,2,1951,1952,0,0,0,0,-11.725332462310792,8.08628979216977e-06
John McCahill,1,0,0,0,0.0,0,2,1977,1978,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Fred Doherty,1,0,0,0,0.0,0,1,1918,1919,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Charles Fortier,1,0,0,0,0.0,0,1,1923,1924,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dave Rochefort,1,0,0,0,0.0,0,1,1966,1967,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Walt Farrant,1,0,0,0,0.0,0,1,1943,1944,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Blair Barnes,1,0,0,0,0.0,0,1,1982,1983,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jack Borotsik,1,0,0,0,0.0,0,1,1974,1975,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Roger Cormier,1,0,0,0,0.0,0,1,1925,1926,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Hugh Currie,1,0,0,0,0.0,0,2,1950,1951,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Frank Steele,1,0,0,0,0.0,0,1,1930,1931,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ken Duggan,1,0,0,0,0.0,0,2,1987,1988,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Neil Hawryliw,1,0,0,0,0.0,0,1,1981,1982,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
John Ingram,1,0,0,0,0.0,0,1,1924,1925,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Earl Johnson,1,0,0,0,0.0,0,1,1953,1954,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Bob Wilson,1,0,0,0,0.0,0,2,1953,1954,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Ernie Laforce,1,0,0,0,0.0,0,2,1942,1943,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bobby Lee,1,0,0,0,0.0,0,1,1942,1943,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dave Lucas,1,0,0,0,0.0,0,2,1962,1963,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Frank Mailley,1,0,0,0,0.0,0,2,1942,1943,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bob McCulley,1,0,0,0,0.0,0,2,1934,1935,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bill Mitchell,1,0,0,0,0.0,0,2,1963,1964,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brian Murphy,1,0,0,0,0.0,0,1,1974,1975,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bert Peer,1,0,0,0,0.0,0,1,1939,1940,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Barry Sullivan,1,0,0,0,0.0,0,1,1947,1948,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brian Stapleton,1,0,0,0,0.0,0,1,1975,1976,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Nicolas Beaudin,1,0,0,0,0.0,0,2,2019,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Victor Soderstrom,1,0,0,0,0.0,0,2,2020,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Nicholas Robertson,1,0,0,0,0.0,0,1,2019,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jonas Johansson,1,0,0,0,0.0,2,1,2005,2006,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Luke Sellars,1,0,0,0,0.0,2,2,2001,2002,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Wade Skolney,1,0,0,0,0.0,2,2,2005,2006,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Sean Bentivoglio,1,0,0,0,0.0,2,1,2008,2009,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Prestin Ryan,1,0,0,0,0.0,2,2,2005,2006,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Julien Vauclair,1,0,0,0,0.0,2,2,2003,2004,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Scott Glennie,1,0,0,0,0.0,2,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Tyler Cuma,1,0,0,0,0.0,2,2,2011,2012,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Alexei S. Vasilyev,1,0,0,0,0.0,2,2,1999,2000,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Dalton Smith,1,0,0,0,0.0,2,1,2019,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Matt Campanale,1,0,0,0,0.0,2,2,2010,2011,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Sergei Klimovich,1,0,0,0,0.0,2,1,1996,1997,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Udo Kiessling,1,0,0,0,0.0,2,2,1982,1983,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jonathan Racine,1,0,0,0,0.0,2,2,2013,2014,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Scott Robinson,1,0,0,0,0.0,2,1,1989,1990,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Darwin McCutcheon,1,0,0,0,0.0,2,2,1981,1982,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brandy Semchuk,1,0,0,0,0.0,2,1,1992,1993,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Kevin MacDonald,1,0,0,0,0.0,2,2,1993,1994,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Martin St-Amour,1,0,0,0,0.0,2,1,1992,1993,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Tom Colley,1,0,0,0,0.0,2,1,1974,1975,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Lester Patrick,1,0,0,0,0.0,2,2,1926,1928,0,1,0,1,-11.082575523376466,1.5377719202442408e-05
Rich Healey,1,0,0,0,0.0,2,2,1960,1961,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Randy Turnbull,1,0,0,0,0.0,2,2,1981,1982,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Stan Kemp,1,0,0,0,0.0,2,2,1948,1949,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Andy Barbe,1,0,0,0,0.0,2,1,1950,1951,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bob Sabourin,1,0,0,0,0.0,2,1,1951,1952,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Josh Teves,1,0,0,0,0.0,2,2,2018,2019,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Rem Pitlick,1,0,0,0,0.0,2,1,2018,2019,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Blair MacKasey,1,0,0,0,0.0,2,2,1976,1977,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Gordon Reid,1,0,0,0,0.0,2,2,1936,1937,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Marty Zoborosky,1,0,0,0,0.0,2,2,1944,1945,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bob Geale,1,0,0,0,0.0,2,1,1984,1985,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brian Lundberg,1,0,0,0,0.0,2,2,1982,1983,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bob Hurlbut,1,0,0,0,0.0,2,1,1974,1975,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Irv McGibbon,1,0,0,0,0.0,2,1,1942,1943,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ty Dellandrea,1,0,0,0,0.0,2,1,2020,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jonathan Sigalet,1,0,0,0,0.0,4,2,2006,2007,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Pat Mayer,1,0,0,0,0.0,4,2,1987,1988,0,0,0,0,-11.725332462310792,8.08628979216977e-06
James Cunningham,1,0,0,0,0.0,4,1,1977,1978,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jeremy Yablonski,1,0,0,0,0.0,5,1,2003,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Sean Selmser,1,0,0,0,0.0,5,1,2000,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Curtis Hamilton,1,0,0,0,0.0,5,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brian Wesenberg,1,0,0,0,0.0,5,1,1998,1999,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Danny Bois,1,0,0,0,0.0,7,1,2006,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cam Brown,1,0,0,0,0.0,7,1,1990,1991,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Peter Nordstrom,2,0,0,0,0.0,0,1,1998,1999,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Niklas Sundblad,2,0,0,0,0.0,0,1,1995,1996,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Peter Gustavsson,2,0,0,0,0.0,0,1,1981,1982,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Tomas Srsen,2,0,0,0,0.0,0,1,1990,1991,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Olli Malmivaara,2,0,0,0,0.0,0,2,2007,2008,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Shay Stephenson,2,0,0,0,0.0,0,1,2006,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brian White,2,0,0,0,0.0,0,2,1998,1999,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Alexei Mikhnov,2,0,0,0,0.0,0,1,2006,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jamie Tardif,2,0,0,0,0.0,0,1,2012,2013,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Adam Berti,2,0,0,0,0.0,0,1,2007,2008,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mike Siklenka,2,0,0,0,0.0,0,2,2002,2004,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Ian MacNeil,2,0,0,0,0.0,0,1,2002,2003,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jesse Schultz,2,0,0,0,0.0,0,1,2006,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Michael Caruso,2,0,0,0,0.0,0,2,2012,2013,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Sebastien Bisaillon,2,0,0,0,0.0,0,2,2006,2007,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brock Trotter,2,0,0,0,0.0,0,1,2009,2010,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Rob Shearer,2,0,0,0,0.0,0,1,2000,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Doug Lynch,2,0,0,0,0.0,0,2,2003,2004,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Danny Irmen,2,0,0,0,0.0,0,1,2009,2010,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Peter Vandermeer,2,0,0,0,0.0,0,1,2007,2008,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Greg Leeb,2,0,0,0,0.0,0,1,2000,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Derek Whitmore,2,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Steve Brule,2,0,0,0,0.0,0,1,1999,2003,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Drew LeBlanc,2,0,0,0,0.0,0,1,2012,2013,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Carter Bancks,2,0,0,0,0.0,0,1,2012,2013,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jeff Penner,2,0,0,0,0.0,0,2,2009,2010,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darcy Martini,2,0,0,0,0.0,0,2,1993,1994,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Spencer Abbott,2,0,0,0,0.0,0,1,2013,2017,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mark McNeill,2,0,0,0,0.0,0,1,2015,2017,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cam Plante,2,0,0,0,0.0,0,2,1984,1985,0,0,0,0,-11.725332462310792,8.08628979216977e-06
John Ramage,2,0,0,0,0.0,0,2,2014,2016,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brendon Nash,2,0,0,0,0.0,0,2,2010,2011,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Matthew Konan,2,0,0,0,0.0,0,2,2012,2013,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jacob Nilsson,2,0,0,0,0.0,0,1,2018,2019,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Tony Cimellaro,2,0,0,0,0.0,0,1,1992,1993,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ben Sexton,2,0,0,0,0.0,0,1,2017,2018,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Larry Huras,2,0,0,0,0.0,0,2,1976,1977,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bill Whelton,2,0,0,0,0.0,0,2,1980,1981,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jamie Devane,2,0,0,0,0.0,0,1,2013,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brandon DeFazio,2,0,0,0,0.0,0,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dominik Uher,2,0,0,0,0.0,0,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ron Carter,2,0,0,0,0.0,0,1,1979,1980,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jon Fontas,2,0,0,0,0.0,0,1,1979,1981,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Doug Trapp,2,0,0,0,0.0,0,1,1986,1987,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brad Church,2,0,0,0,0.0,0,1,1997,1998,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Kai Suikkanen,2,0,0,0,0.0,0,1,1981,1983,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Scott Scissons,2,0,0,0,0.0,0,1,1990,1994,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Rick Mrozik,2,0,0,0,0.0,0,1,2002,2003,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ryan Barnes,2,0,0,0,0.0,0,1,2003,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dave Duerden,2,0,0,0,0.0,0,1,1999,2000,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Stephane Charbonneau,2,0,0,0,0.0,0,1,1991,1992,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brad Zavisha,2,0,0,0,0.0,0,1,1993,1994,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Daniel Guerard,2,0,0,0,0.0,0,1,1994,1995,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Shaun Sabol,2,0,0,0,0.0,0,2,1989,1990,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Mikhail Kravets,2,0,0,0,0.0,0,1,1991,1993,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Eric Calder,2,0,0,0,0.0,0,2,1981,1983,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jim Drummond,2,0,0,0,0.0,0,2,1944,1945,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Yvan Joly,2,0,0,0,0.0,0,1,1979,1983,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Harry Pidhirny,2,0,0,0,0.0,0,1,1957,1958,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Tony Curtale,2,0,0,0,0.0,0,2,1980,1981,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Mike Vecchione,2,0,0,0,0.0,0,1,2016,2017,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
David Pulkkinen,2,0,0,0,0.0,0,1,1972,1973,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dan Gloor,2,0,0,0,0.0,0,1,1973,1974,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bruce McIntosh,2,0,0,0,0.0,0,2,1972,1973,0,0,0,0,-11.725332462310792,8.08628979216977e-06
John McLellan,2,0,0,0,0.0,0,1,1951,1952,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Andrew Poturalski,2,0,0,0,0.0,0,1,2016,2017,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jim Jones,2,0,0,0,0.0,0,2,1971,1972,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Justin Auger,2,0,0,0,0.0,0,1,2017,2018,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Steve Stone,2,0,0,0,0.0,0,1,1973,1974,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Vic Mercredi,2,0,0,0,0.0,0,1,1974,1975,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jim McCrimmon,2,0,0,0,0.0,0,2,1974,1975,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Christian Tanguay,2,0,0,0,0.0,0,1,1981,1982,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jean Cusson,2,0,0,0,0.0,0,1,1967,1968,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Peter Folco,2,0,0,0,0.0,0,2,1973,1974,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Don Wheldon,2,0,0,0,0.0,0,2,1974,1975,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Anthony Richard,2,0,0,0,0.0,0,1,2018,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Hub Anslow,2,0,0,0,0.0,0,1,1947,1948,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bucky Buchanan,2,0,0,0,0.0,0,1,1948,1949,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dominic Campedelli,2,0,0,0,0.0,0,2,1985,1986,0,0,0,0,-11.725332462310792,8.08628979216977e-06
"Billy Taylor, Jr.",2,0,0,0,0.0,0,1,1964,1965,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bob Jones,2,0,0,0,0.0,0,1,1968,1969,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Fred Bergdinon,2,0,0,0,0.0,0,1,1925,1926,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Max Sutherland,2,0,0,0,0.0,0,2,1931,1932,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Otto Schmidt,2,0,0,0,0.0,0,1,1943,1944,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ellard OBrien,2,0,0,0,0.0,0,2,1955,1956,0,0,0,0,-11.725332462310792,8.08628979216977e-06
George Ranieri,2,0,0,0,0.0,0,1,1956,1957,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Pierre Gagne,2,0,0,0,0.0,0,1,1959,1960,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Scott McLellan,2,0,0,0,0.0,0,1,1982,1983,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jocelyn Gauvreau,2,0,0,0,0.0,0,2,1983,1984,0,0,0,0,-11.725332462310792,8.08628979216977e-06
George Blair,2,0,0,0,0.0,0,1,1950,1951,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Larry Gould,2,0,0,0,0.0,0,1,1973,1974,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Roland Rousseau,2,0,0,0,0.0,0,2,1952,1953,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Pat Nolan,2,0,0,0,0.0,0,2,1921,1922,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Cliff McBride,2,0,0,0,0.0,0,1,1928,1930,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Andrei Chibisov,2,0,0,0,0.0,0,1,2019,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bruce Holloway,2,0,0,0,0.0,0,2,1984,1985,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jack Howard,2,0,0,0,0.0,0,2,1936,1937,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Phil Samis,2,0,0,0,0.0,0,2,1947,1950,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Wally Maxwell,2,0,0,0,0.0,0,1,1952,1953,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
